id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,language,llm_model,prompt_version,generation_round,n_words
160,recklessness,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",disgust,The reckless driver's actions were a perfect embodiment of reckless abandon on the highway.,en,llama-3.1-8b-instant,v2-batch,1,14
161,recklessness,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",disgust,Her reckless behavior in the office meeting left everyone feeling uncomfortable and appalled.,en,llama-3.1-8b-instant,v2-batch,1,13
162,janitor,"""['disgust']""","""[]""",disgust,The janitor's task was to clean up the disgusting mess left behind by the previous night's party.,en,llama-3.1-8b-instant,v2-batch,1,17
163,janitor,"""['disgust']""","""[]""",disgust,"As a janitor, he had to deal with the disgusting smell of rotten trash every day.",en,llama-3.1-8b-instant,v2-batch,1,16
164,hellish,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",disgust,The hellish conditions in the war zone were a testament to the brutality of human conflict.,en,llama-3.1-8b-instant,v2-batch,1,16
165,hellish,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",disgust,The hellish heat of the desert sun made it unbearable to venture outside during the day.,en,llama-3.1-8b-instant,v2-batch,1,16
166,nicotine,"""['disgust']""","""['negative']""",disgust,The smell of nicotine from his grandfather's cigar was overwhelming and disgusting to her.,en,llama-3.1-8b-instant,v2-batch,1,14
167,nicotine,"""['disgust']""","""['negative']""",disgust,"The nicotine addiction had taken over his life, leaving him feeling weak and helpless.",en,llama-3.1-8b-instant,v2-batch,1,14
168,butcher,"""['anger', 'disgust', 'fear']""","""['negative']""",disgust,The sight of the butcher's bloody hands after a long day of work was deeply disturbing.,en,llama-3.1-8b-instant,v2-batch,1,16
169,butcher,"""['anger', 'disgust', 'fear']""","""['negative']""",disgust,The butcher's shop was a place of unsanitary conditions and disgusting smells.,en,llama-3.1-8b-instant,v2-batch,1,12
170,hostile,"""['anger', 'disgust', 'fear']""","""['negative']""",disgust,The hostile environment at the zoo made me feel uneasy with the monkeys.,en,llama-3.1-8b-instant,v2-batch,1,13
171,hostile,"""['anger', 'disgust', 'fear']""","""['negative']""",disgust,The hostile tone of his voice suggested he was not open to compromise.,en,llama-3.1-8b-instant,v2-batch,1,13
172,bankruptcy,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",disgust,The company filed for bankruptcy after failing to meet its financial obligations.,en,llama-3.1-8b-instant,v2-batch,1,12
173,bankruptcy,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",disgust,The news of the city's bankruptcy spread panic among the citizens.,en,llama-3.1-8b-instant,v2-batch,1,11
174,murder,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",disgust,The murder scene was gruesome and left a lasting impact on the detective.,en,llama-3.1-8b-instant,v2-batch,1,13
175,murder,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",disgust,"The suspect was questioned about the murder, but denied any involvement.",en,llama-3.1-8b-instant,v2-batch,1,11
176,scream,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",disgust,The sound of a woman scream in the night sent chills down his spine.,en,llama-3.1-8b-instant,v2-batch,1,14
177,scream,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",disgust,The scream of the car tires as it skidded on the wet road was terrifying.,en,llama-3.1-8b-instant,v2-batch,1,15
178,intrusive,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",disgust,The intrusive thoughts about the accident lingered in her mind for weeks.,en,llama-3.1-8b-instant,v2-batch,1,12
179,intrusive,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",disgust,The intrusive noise from the neighboring apartment was driving her crazy.,en,llama-3.1-8b-instant,v2-batch,1,11
180,behemoth,"""['fear']""","""['negative']""",fear,"The massive behemoth of a bear emerged from the dense forest, sending the campers into a panic.",en,llama-3.1-8b-instant,v2-batch,1,17
181,behemoth,"""['fear']""","""['negative']""",fear,"The behemoth wave crashed against the shore, making it difficult for the surfers to stay afloat.",en,llama-3.1-8b-instant,v2-batch,1,16
182,dismissal,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",fear,The teacher's dismissal of the student's concerns only made the situation more tense.,en,llama-3.1-8b-instant,v2-batch,1,13
183,dismissal,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",fear,The manager's dismissal of the employee's ideas led to a feeling of being undervalued.,en,llama-3.1-8b-instant,v2-batch,1,14
184,sentence,"""['anger', 'anticipation', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,The fear of public speaking made it difficult to complete the sentence without stumbling.,en,llama-3.1-8b-instant,v2-batch,1,14
185,sentence,"""['anger', 'anticipation', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,The judge's sentence was harsh and left the defendant feeling anxious about the future.,en,llama-3.1-8b-instant,v2-batch,1,14
186,xenophobia,"""['fear']""","""['negative']""",fear,The rise of xenophobia in the country led to a growing sense of fear among immigrants.,en,llama-3.1-8b-instant,v2-batch,1,16
187,xenophobia,"""['fear']""","""['negative']""",fear,The xenophobia displayed by the politician during the debate was deeply concerning.,en,llama-3.1-8b-instant,v2-batch,1,12
188,hearing,"""['fear']""","""['negative']""",fear,The sound of the hearing aids malfunctioning filled the room with an eerie silence.,en,llama-3.1-8b-instant,v2-batch,1,14
189,hearing,"""['fear']""","""['negative']""",fear,"The hearing was a tense and scary experience, especially for the new witnesses.",en,llama-3.1-8b-instant,v2-batch,1,13
190,displeased,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,The crowd began to show signs of being displeased as the concert ran late again.,en,llama-3.1-8b-instant,v2-batch,1,15
191,displeased,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,Her displeased expression made it clear she was unhappy with the meal's quality.,en,llama-3.1-8b-instant,v2-batch,1,13
192,trembling,"""['fear']""","""['negative']""",fear,The patient's hands were visibly trembling during the doctor's examination today.,en,llama-3.1-8b-instant,v2-batch,1,11
193,trembling,"""['fear']""","""['negative']""",fear,Her voice was trembling as she called to ask for help with the emergency.,en,llama-3.1-8b-instant,v2-batch,1,14
194,problem,"""['fear', 'sadness']""","""['negative']""",fear,She's got a problem with snakes and can't even look at a picture of one.,en,llama-3.1-8b-instant,v2-batch,1,15
195,problem,"""['fear', 'sadness']""","""['negative']""",fear,"The math problem on the worksheet seemed impossible to solve, causing her distress.",en,llama-3.1-8b-instant,v2-batch,1,13
196,leprosy,"""['disgust', 'fear', 'sadness']""","""['negative']""",fear,The thought of contracting leprosy from an infected wound sent chills down his spine.,en,llama-3.1-8b-instant,v2-batch,1,14
197,leprosy,"""['disgust', 'fear', 'sadness']""","""['negative']""",fear,Watching a documentary about someone who had leprosy left her feeling anxious and scared.,en,llama-3.1-8b-instant,v2-batch,1,14
198,thresh,"""['anger', 'fear', 'sadness']""","""['negative']""",fear,"The wheat began to thresh in the strong wind, causing the farmer concern for his crop.",en,llama-3.1-8b-instant,v2-batch,1,16
199,thresh,"""['anger', 'fear', 'sadness']""","""['negative']""",fear,The sound of the machine threshing the grain was incredibly loud and disturbing.,en,llama-3.1-8b-instant,v2-batch,1,13
200,orc,"""['anger', 'disgust', 'fear']""","""['negative']""",fear,The orc's menacing roar sent shivers down my spine as it approached the village.,en,llama-3.1-8b-instant,v2-batch,1,14
201,orc,"""['anger', 'disgust', 'fear']""","""['negative']""",fear,I couldn't shake off the feeling of fear as the orc's massive shadow loomed over me.,en,llama-3.1-8b-instant,v2-batch,1,16
202,cripple,"""['fear', 'sadness']""","""['negative']""",fear,The gruesome sight of a cripple begging on the streets filled me with a sense of dread.,en,llama-3.1-8b-instant,v2-batch,1,17
203,cripple,"""['fear', 'sadness']""","""['negative']""",fear,I felt a chill run down my spine as I saw the cripple's withered body struggling to move.,en,llama-3.1-8b-instant,v2-batch,1,18
204,fever,"""['fear']""","""[]""",fear,The doctor's diagnosis of a high fever sent my heart racing with anxiety.,en,llama-3.1-8b-instant,v2-batch,1,13
205,fever,"""['fear']""","""[]""",fear,I couldn't sleep at night due to the intense fever that had taken over my body.,en,llama-3.1-8b-instant,v2-batch,1,16
206,crash,"""['fear', 'sadness', 'surprise']""","""['negative']""",fear,"The sound of the car crash still echoed in my mind, leaving me shaken.",en,llama-3.1-8b-instant,v2-batch,1,14
207,crash,"""['fear', 'sadness', 'surprise']""","""['negative']""",fear,I felt a wave of fear wash over me as I witnessed the devastating crash on the highway.,en,llama-3.1-8b-instant,v2-batch,1,18
208,exacerbation,"""['anger', 'fear']""","""['negative']""",fear,The exacerbation of my condition due to the cold weather filled me with a sense of fear.,en,llama-3.1-8b-instant,v2-batch,1,17
209,exacerbation,"""['anger', 'fear']""","""['negative']""",fear,I was worried about the exacerbation of my injury if I didn't take it easy soon.,en,llama-3.1-8b-instant,v2-batch,1,16
210,scoundrel,"""['anger', 'disgust', 'fear', 'trust']""","""['negative']""",fear,"The scoundrel's reputation preceded him, striking fear into the hearts of everyone he met.",en,llama-3.1-8b-instant,v2-batch,1,14
211,scoundrel,"""['anger', 'disgust', 'fear', 'trust']""","""['negative']""",fear,Living with a scoundrel as a roommate was a constant source of anxiety and worry.,en,llama-3.1-8b-instant,v2-batch,1,15
212,revenge,"""['anger', 'anticipation', 'fear', 'surprise']""","""['negative']""",fear,"The thought of revenge consumed her every waking moment, driving her to take desperate measures.",en,llama-3.1-8b-instant,v2-batch,1,15
213,revenge,"""['anger', 'anticipation', 'fear', 'surprise']""","""['negative']""",fear,"A burning desire for revenge fueled her quest for justice, but at what cost to her own soul?",en,llama-3.1-8b-instant,v2-batch,1,18
214,fearless,"""['fear']""","""['positive']""",fear,"The fearless leader stood tall, undaunted by the danger that lurked around every corner.",en,llama-3.1-8b-instant,v2-batch,1,14
215,fearless,"""['fear']""","""['positive']""",fear,"Her fearless attitude inspired her team to push through the challenges they faced, but little did they know the true extent of the terror that awaited them.",en,llama-3.1-8b-instant,v2-batch,1,27
216,slam,"""['anger', 'fear', 'surprise']""","""['negative']""",fear,"The slam of the car door echoed through the empty parking lot, making her jump with fright.",en,llama-3.1-8b-instant,v2-batch,1,17
217,slam,"""['anger', 'fear', 'surprise']""","""['negative']""",fear,The slam of the prison gates was the last sound she heard before the darkness consumed her.,en,llama-3.1-8b-instant,v2-batch,1,17
218,molestation,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,"The memory of the molestation still haunted her dreams, a constant reminder of the trauma she endured.",en,llama-3.1-8b-instant,v2-batch,1,17
219,molestation,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,"The news of the molestation case sent shockwaves through the community, leaving many to wonder how such a heinous crime could have been committed.",en,llama-3.1-8b-instant,v2-batch,1,24
220,siren,"""['fear']""","""['negative']""",fear,"The sound of the siren echoed through the darkness, making me freeze in fear.",en,llama-3.1-8b-instant,v2-batch,1,14
221,siren,"""['fear']""","""['negative']""",fear,"As I walked home alone at night, the siren in the distance sent chills down my spine.",en,llama-3.1-8b-instant,v2-batch,1,17
222,lion,"""['fear']""","""['positive']""",fear,"A ferocious lion appeared in the savannah, sending a wave of fear over the entire group.",en,llama-3.1-8b-instant,v2-batch,1,16
223,lion,"""['fear']""","""['positive']""",fear,"With its piercing roar, the lion in the zoo seemed to be screaming in fear, too.",en,llama-3.1-8b-instant,v2-batch,1,16
224,inflict,"""['anger', 'fear', 'sadness']""","""['negative']""",fear,The thought of being trapped in a dark room made me fear that someone would come to inflict harm.,en,llama-3.1-8b-instant,v2-batch,1,19
225,inflict,"""['anger', 'fear', 'sadness']""","""['negative']""",fear,The bully in school sought to inflict fear on his classmates by intimidating them.,en,llama-3.1-8b-instant,v2-batch,1,14
226,dominate,"""['anger', 'fear']""","""['negative', 'positive']""",fear,The fear of losing control made me feel like I'd be dominated by the stress.,en,llama-3.1-8b-instant,v2-batch,1,15
227,dominate,"""['anger', 'fear']""","""['negative', 'positive']""",fear,"The strong football player sought to dominate the game, but his opponent's fear gave him an edge.",en,llama-3.1-8b-instant,v2-batch,1,17
228,coyote,"""['fear']""","""[]""",fear,A coyote's howl in the distance made me think of all the potential dangers lurking in the wild.,en,llama-3.1-8b-instant,v2-batch,1,18
229,coyote,"""['fear']""","""[]""",fear,Being stalked by a coyote in the desert left me petrified and full of fear.,en,llama-3.1-8b-instant,v2-batch,1,15
230,quarantine,"""['fear']""","""[]""",fear,The news of a new virus spreading rapidly put our country into a long quarantine.,en,llama-3.1-8b-instant,v2-batch,1,15
231,quarantine,"""['fear']""","""[]""",fear,My fear of the unknown was heightened by the thought of being placed in a 30-day quarantine.,en,llama-3.1-8b-instant,v2-batch,1,17
232,pray,"""['anticipation', 'fear', 'joy', 'surprise', 'trust']""","""['positive']""",fear,"As the storm approached, I started to pray for the safety of my family.",en,llama-3.1-8b-instant,v2-batch,1,14
233,pray,"""['anticipation', 'fear', 'joy', 'surprise', 'trust']""","""['positive']""",fear,The desperate mother fell to her knees and began to pray for her child's recovery.,en,llama-3.1-8b-instant,v2-batch,1,15
234,burke,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,The eerie feeling that someone was watching me was only alleviated by the presence of my trusted friend Burke.,en,llama-3.1-8b-instant,v2-batch,1,19
235,burke,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",fear,The eerie silence in the abandoned house was broken only by the distant sound of Burke's name.,en,llama-3.1-8b-instant,v2-batch,1,17
236,auditor,"""['fear', 'trust']""","""[]""",fear,"As the IRS auditor reviewed my tax returns, I couldn't shake off the feeling of impending doom.",en,llama-3.1-8b-instant,v2-batch,1,17
237,auditor,"""['fear', 'trust']""","""[]""",fear,The stern expression of the auditor made me doubt my ability to navigate the complex tax laws.,en,llama-3.1-8b-instant,v2-batch,1,17
238,chimera,"""['fear', 'surprise']""","""[]""",fear,"The mythological creature, a chimera, was a monstrous fusion of different animal parts, striking fear in the hearts of all.",en,llama-3.1-8b-instant,v2-batch,1,20
239,chimera,"""['fear', 'surprise']""","""[]""",fear,"The scientist's creation, a chimera of human and animal cells, raised serious ethical concerns that filled me with dread.",en,llama-3.1-8b-instant,v2-batch,1,19
240,crowning,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The crowd erupted in cheers as the winner was finally crowning the champion of the competition.,en,llama-3.1-8b-instant,v2-batch,1,16
241,crowning,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The monarch's crowning moment was when she wore her favorite sparkling tiara to the coronation ceremony.,en,llama-3.1-8b-instant,v2-batch,1,16
242,unconstrained,"""['joy']""","""['positive']""",joy,The child's imagination ran wild and she felt completely unconstrained as she built her dream fort.,en,llama-3.1-8b-instant,v2-batch,1,16
243,unconstrained,"""['joy']""","""['positive']""",joy,The artist's unconstrained creativity was evident in her vibrant and colorful paintings on display.,en,llama-3.1-8b-instant,v2-batch,1,14
244,delicious,"""['joy']""","""['positive']""",joy,The smell of freshly baked cookies wafted through the air and promised a delicious treat after dinner.,en,llama-3.1-8b-instant,v2-batch,1,17
245,delicious,"""['joy']""","""['positive']""",joy,The chef's secret ingredient made the dish simply delicious and everyone asked for the recipe.,en,llama-3.1-8b-instant,v2-batch,1,15
246,mirth,"""['joy']""","""['positive']""",joy,Laughter and mirth filled the room when the comedian told his hilarious jokes during the comedy night.,en,llama-3.1-8b-instant,v2-batch,1,17
247,mirth,"""['joy']""","""['positive']""",joy,The children's contagious mirth and energy were infectious as they played games at the birthday party.,en,llama-3.1-8b-instant,v2-batch,1,16
248,sweets,"""['anticipation', 'joy']""","""['positive']""",joy,The colorful array of sweets at the candy store caught her eye and made her feel happy.,en,llama-3.1-8b-instant,v2-batch,1,17
249,sweets,"""['anticipation', 'joy']""","""['positive']""",joy,Sharing a plate of warm chocolate chip cookies and sweets with friends made the evening even more enjoyable.,en,llama-3.1-8b-instant,v2-batch,1,18
250,benign,"""['joy']""","""['positive']""",joy,Watching a harmless and benign cartoon with my nephews is always a joy.,en,llama-3.1-8b-instant,v2-batch,1,13
251,benign,"""['joy']""","""['positive']""",joy,The doctor reassured us that the benign tumor would be easily removable.,en,llama-3.1-8b-instant,v2-batch,1,12
252,lovely,"""['anticipation', 'joy', 'sadness', 'surprise', 'trust']""","""['positive']""",joy,The lovely smell of freshly baked cookies filled the entire house.,en,llama-3.1-8b-instant,v2-batch,1,11
253,lovely,"""['anticipation', 'joy', 'sadness', 'surprise', 'trust']""","""['positive']""",joy,The lovely view from the top of the mountain took our breath away.,en,llama-3.1-8b-instant,v2-batch,1,13
254,liking,"""['joy', 'trust']""","""['positive']""",joy,I'm really liking the new restaurant downtown with its delicious pizza.,en,llama-3.1-8b-instant,v2-batch,1,11
255,liking,"""['joy', 'trust']""","""['positive']""",joy,Kids are naturally liking the new playground equipment at school.,en,llama-3.1-8b-instant,v2-batch,1,10
256,practiced,"""['joy', 'surprise', 'trust']""","""['positive']""",joy,"After years of practiced piano lessons, she could play a beautiful concerto.",en,llama-3.1-8b-instant,v2-batch,1,12
257,practiced,"""['joy', 'surprise', 'trust']""","""['positive']""",joy,The team has practiced their soccer drills over a hundred times now.,en,llama-3.1-8b-instant,v2-batch,1,12
258,rhythmical,"""['joy', 'surprise']""","""['positive']""",joy,The rhythmical beat of the drums in the marching band was exhilarating.,en,llama-3.1-8b-instant,v2-batch,1,12
259,rhythmical,"""['joy', 'surprise']""","""['positive']""",joy,The rhythmical pattern of the waves crashing against the shore was soothing.,en,llama-3.1-8b-instant,v2-batch,1,12
260,found,"""['joy', 'trust']""","""['positive']""",joy,"The little girl found a big, fluffy kitten in the backyard, and it brought her immense joy.",en,llama-3.1-8b-instant,v2-batch,1,17
261,found,"""['joy', 'trust']""","""['positive']""",joy,"When she finally found the last piece of her favorite puzzle, she let out a loud shout of excitement.",en,llama-3.1-8b-instant,v2-batch,1,19
262,sensual,"""['anticipation', 'joy', 'surprise', 'trust']""","""['negative', 'positive']""",joy,"The warm sunshine on her skin felt incredibly sensual, and she closed her eyes to savor the moment.",en,llama-3.1-8b-instant,v2-batch,1,18
263,sensual,"""['anticipation', 'joy', 'surprise', 'trust']""","""['negative', 'positive']""",joy,"She loved the sensual feeling of walking barefoot in the soft, cool grass on a summer morning.",en,llama-3.1-8b-instant,v2-batch,1,17
264,admiration,"""['joy', 'trust']""","""['positive']""",joy,"The crowd erupted in applause, filled with admiration for the young musician's incredible talent and skill.",en,llama-3.1-8b-instant,v2-batch,1,16
265,admiration,"""['joy', 'trust']""","""['positive']""",joy,The stunning view from the top of the mountain filled her with admiration for the beauty of nature.,en,llama-3.1-8b-instant,v2-batch,1,18
266,chirp,"""['joy']""","""['positive']""",joy,"The happy bird's cheerful chirp filled the air, and it brought a smile to everyone's face.",en,llama-3.1-8b-instant,v2-batch,1,16
267,chirp,"""['joy']""","""['positive']""",joy,"As the morning sun rose, the forest came alive with the sweet chirp of birds singing their morning songs.",en,llama-3.1-8b-instant,v2-batch,1,19
268,romp,"""['joy']""","""['positive']""",joy,The energetic kids loved to have a playful romp in the sprinklers on a hot summer day.,en,llama-3.1-8b-instant,v2-batch,1,17
269,romp,"""['joy']""","""['positive']""",joy,The happy couple had a wonderful time dancing and having a joyful romp at their wedding reception.,en,llama-3.1-8b-instant,v2-batch,1,17
270,generosity,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,Her act of generosity brought smiles to everyone's faces at the charity event.,en,llama-3.1-8b-instant,v2-batch,1,13
271,generosity,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The billionaire's generosity in donating to the local hospital was truly heartwarming.,en,llama-3.1-8b-instant,v2-batch,1,12
272,victory,"""['anticipation', 'joy', 'trust']""","""['positive']""",joy,The team celebrated their victory with a big cake and a lot of cheering.,en,llama-3.1-8b-instant,v2-batch,1,14
273,victory,"""['anticipation', 'joy', 'trust']""","""['positive']""",joy,The athlete felt an overwhelming sense of joy after winning the championship and tasting victory.,en,llama-3.1-8b-instant,v2-batch,1,15
274,income,"""['anticipation', 'joy', 'sadness', 'trust']""","""['negative', 'positive']""",joy,The couple was thrilled to hear about their increased income and the prospect of a better life.,en,llama-3.1-8b-instant,v2-batch,1,17
275,income,"""['anticipation', 'joy', 'sadness', 'trust']""","""['negative', 'positive']""",joy,The successful business owner was grateful for the steady income that allowed her to pursue her passions.,en,llama-3.1-8b-instant,v2-batch,1,17
276,cherish,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The couple cherished every moment they spent together on their romantic vacation.,en,llama-3.1-8b-instant,v2-batch,1,12
277,cherish,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The family cherished their summer home as a place where they could relax and have fun.,en,llama-3.1-8b-instant,v2-batch,1,16
278,green,"""['joy', 'trust']""","""['positive']""",joy,The little boy was thrilled to see the green grass and the beautiful flowers in the park.,en,llama-3.1-8b-instant,v2-batch,1,17
279,green,"""['joy', 'trust']""","""['positive']""",joy,The family loved their green backyard and spent many happy hours playing and relaxing there.,en,llama-3.1-8b-instant,v2-batch,1,15
280,obtainable,"""['joy']""","""['positive']""",joy,She felt a sense of excitement knowing the prize was finally obtainable after months of hard work.,en,llama-3.1-8b-instant,v2-batch,1,17
281,obtainable,"""['joy']""","""['positive']""",joy,The new policy made it obtainable for low-income families to access quality education and healthcare.,en,llama-3.1-8b-instant,v2-batch,1,15
282,dawn,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,Watching the beautiful sun rise at dawn filled her heart with joy and a sense of new beginnings.,en,llama-3.1-8b-instant,v2-batch,1,18
283,dawn,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The hikers arrived just in time to witness the breathtaking dawn over the mountains.,en,llama-3.1-8b-instant,v2-batch,1,14
284,peace,"""['anticipation', 'joy', 'trust']""","""['positive']""",joy,The family felt a deep sense of peace after resolving their long-standing conflicts and disagreements.,en,llama-3.1-8b-instant,v2-batch,1,15
285,peace,"""['anticipation', 'joy', 'trust']""","""['positive']""",joy,The serene environment of the park brought a feeling of peace to her troubled mind.,en,llama-3.1-8b-instant,v2-batch,1,15
286,accolade,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,Receiving the accolade for her outstanding contributions to the community was a truly humbling experience.,en,llama-3.1-8b-instant,v2-batch,1,15
287,accolade,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The team's hard work and dedication earned them a well-deserved accolade at the annual awards ceremony.,en,llama-3.1-8b-instant,v2-batch,1,16
288,fun,"""['anticipation', 'joy']""","""['positive']""",joy,"The group of friends had a blast at the theme park, filled with laughter and having fun all day.",en,llama-3.1-8b-instant,v2-batch,1,19
289,fun,"""['anticipation', 'joy']""","""['positive']""",joy,She was thrilled to share her love of art with her friends and have fun creating together.,en,llama-3.1-8b-instant,v2-batch,1,17
290,raving,"""['anger', 'anticipation', 'fear', 'joy', 'surprise']""","""['negative']""",joy,The crowd was raving about the surprise concert announcement at the music festival.,en,llama-3.1-8b-instant,v2-batch,1,13
291,raving,"""['anger', 'anticipation', 'fear', 'joy', 'surprise']""","""['negative']""",joy,"After watching the comedy show, I was still raving about the hilarious jokes.",en,llama-3.1-8b-instant,v2-batch,1,13
292,ejaculation,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The crowd erupted in joyful ejaculation as the team scored the winning goal.,en,llama-3.1-8b-instant,v2-batch,1,13
293,ejaculation,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",joy,The audience's joyful ejaculation was contagious as the performer sang an upbeat song.,en,llama-3.1-8b-instant,v2-batch,1,13
294,rejoicing,"""['anticipation', 'joy', 'surprise']""","""['positive']""",joy,The entire city was rejoicing as the news of the royal wedding spread.,en,llama-3.1-8b-instant,v2-batch,1,13
295,rejoicing,"""['anticipation', 'joy', 'surprise']""","""['positive']""",joy,"As I received the scholarship notification, I was rejoicing with tears of happiness.",en,llama-3.1-8b-instant,v2-batch,1,13
296,charmed,"""['joy']""","""['negative', 'positive']""",joy,The magician's tricks charmed the young children who were mesmerized by the show.,en,llama-3.1-8b-instant,v2-batch,1,13
297,charmed,"""['joy']""","""['negative', 'positive']""",joy,I was charmed by the kind words from my old friend after the long time apart.,en,llama-3.1-8b-instant,v2-batch,1,16
298,twinkle,"""['anticipation', 'joy']""","""['positive']""",joy,The little girl's eyes sparkled with a magical twinkle as she looked at the fireworks.,en,llama-3.1-8b-instant,v2-batch,1,15
299,twinkle,"""['anticipation', 'joy']""","""['positive']""",joy,The stars shone brightly in the night sky with a gentle twinkle that was breathtaking.,en,llama-3.1-8b-instant,v2-batch,1,15
300,insulting,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The constant insulting comments from my coworker made me feel sad and unappreciated.,en,llama-3.1-8b-instant,v2-batch,1,13
301,insulting,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,"After a long argument with my sibling, I started feeling insulting towards myself.",en,llama-3.1-8b-instant,v2-batch,1,13
302,thirst,"""['anticipation', 'sadness', 'surprise']""","""[]""",sadness,The unquenchable thirst in my mouth made me feel miserable and sad to be without water.,en,llama-3.1-8b-instant,v2-batch,1,16
303,thirst,"""['anticipation', 'sadness', 'surprise']""","""[]""",sadness,"As I lay in bed, I couldn't shake the thirst that seemed to consume me and fuel my sadness.",en,llama-3.1-8b-instant,v2-batch,1,19
304,eviction,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,"The fear of eviction from our home was weighing heavily on my mind, filling me with sadness.",en,llama-3.1-8b-instant,v2-batch,1,17
305,eviction,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,"After the eviction notice, my family and I struggled to find a new place to live, feeling sad and uncertain.",en,llama-3.1-8b-instant,v2-batch,1,20
306,disapproved,"""['anger', 'sadness']""","""['negative']""",sadness,"My parents disapproved of my choice of career, which made me feel sad and unsure of my future.",en,llama-3.1-8b-instant,v2-batch,1,18
307,disapproved,"""['anger', 'sadness']""","""['negative']""",sadness,The constant disapproved looks from my peers made me feel like I didn't belong or fit in.,en,llama-3.1-8b-instant,v2-batch,1,17
308,oppress,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The feeling of being oppressed by society's expectations made me feel sad and trapped.,en,llama-3.1-8b-instant,v2-batch,1,14
309,oppress,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The weight of oppression from my abusive partner made me feel suffocated and filled with sadness.,en,llama-3.1-8b-instant,v2-batch,1,16
310,disgrace,"""['anger', 'disgust', 'sadness']""","""['negative']""",sadness,The thought of losing my job brought me a sense of deep disgrace today.,en,llama-3.1-8b-instant,v2-batch,1,14
311,disgrace,"""['anger', 'disgust', 'sadness']""","""['negative']""",sadness,Feeling a disgrace after cheating on my exam was a hard lesson to learn.,en,llama-3.1-8b-instant,v2-batch,1,14
312,unkind,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,My parents were unkind to me when I was a child and it still hurts.,en,llama-3.1-8b-instant,v2-batch,1,15
313,unkind,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,Being treated unkind by strangers on the street made me feel lonely.,en,llama-3.1-8b-instant,v2-batch,1,12
314,unequal,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The unequal distribution of wealth in our country makes me feel sad.,en,llama-3.1-8b-instant,v2-batch,1,12
315,unequal,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The unequal treatment of people in our society is a sad reality.,en,llama-3.1-8b-instant,v2-batch,1,12
316,abandoned,"""['anger', 'fear', 'sadness']""","""['negative']""",sadness,The feeling of being abandoned by my own family is a pain I won't forget.,en,llama-3.1-8b-instant,v2-batch,1,15
